sim_orders,sim_aov,sim_revenue
964.981590870649,478.04218587736483,461301.90903122205
2030.2485581227565,456.208324044412,926216.2920947667
1329.3927471806705,486.83823275799864,647199.2156787385
1939.2792497225903,676.0316586488451,1311014.1677732507
1773.0450756862215,504.3180462844609,894178.6285443592
722.375991961061,524.8954030270381,379171.8374374576
1716.3978846058912,479.00405286881266,822161.5430616785
1727.3528047792838,405.8052312224576,700968.804346218
3012.948363558643,497.23808924944996,1498152.6873031568
1149.8285813429409,486.7539829050932,559683.6416267895
1552.060654389896,515.6035018606784,800247.9085036064
2017.5438973219007,627.2722351491794,1265549.2699846951
1975.07148113777,631.7826273566359,1247815.8495703826
2221.466773652619,408.7260153755799,907971.2626842802
1062.0385071585456,526.2421140795402,558889.3892409919
1818.6057987205284,499.0395051113925,907556.1377862011
2737.858667646218,517.1457290822525,1415871.9168040678
1283.9294900547086,532.9402119567904,684257.6545673303
1490.6225773429924,536.812909352323,800185.4424897499
1449.1581401047652,480.7897066466673,696740.3170656001
1368.8589052397588,537.3676088122345,735580.4367100223
2368.261587351353,628.8645154847826,1489315.6756709307
1987.963818025808,466.4140256989932,927214.2073093578
2535.093441164083,467.57260900375155,1185340.2543533887
1526.6144787794892,519.259238680865,792708.6720102231
1673.7310480928895,428.15014162421073,716608.1852818093
1728.9975079675728,380.190326105979,657348.1263906165
1741.7674504016,692.6703062297777,1206470.5932507354
2239.5570929079763,517.4099164481105,1158769.0483222893
1105.7607791031367,497.21376035645454,549799.4750325534
1473.3919987826011,550.2235359594011,810694.9554244524
1945.6904541013694,546.5114664708569,1063342.143369287
693.301129183178,454.3069340958705,314971.5104044146
1715.9161903358163,785.0557608030479,1347089.8902783517
1003.8422046536537,595.0357004277221,597321.9493649956
1355.0077982854657,475.2625439081726,643984.4532285624
2647.59315491678,527.9131762859233,1397699.3119249858
2878.989296563974,439.10692254976937,1264184.130067932
1170.9333424250535,471.5275613093673,552127.3434095117
2116.6265725110843,599.6079734464216,1269146.1696862166
2606.9098078732795,443.9571346270851,1157356.208534666
1604.8348096512336,533.130788367771,855586.8472694037
915.3351226448282,266.81876810686947,244228.58982904334
2131.6146998973377,457.17426990416664,974519.3941425546
1325.6135220561441,480.1939646342081,636551.6127288562
1850.306567712276,388.88133220087815,719549.6830319843
1950.948938268938,481.58373060580095,939545.2679129817
813.2533324282243,620.3705984443197,504518.4565253348
1408.2922803876247,427.307848372196,601774.3442116093
1391.874270888535,461.19441231421274,641924.6363777112
1910.3797748318655,616.7228312586288,1178174.82351353
1509.110827743349,694.7660517309351,1048478.97141565
1053.8400460733872,636.5106668415317,670780.4304704821
1497.2470851963094,532.5463215504255,797353.4276733912
1580.376731546706,508.16471136010045,803091.6856266508
2321.0019773136755,588.5035153357179,1365917.8227502503
1620.7017668916799,454.57465298579825,736729.9432782555
1638.3002177895266,420.08139597704564,688219.4425185223
1152.2266136532671,506.7808070632361,583926.3331869423
1525.7512339223651,473.28451793823405,722114.4372406123
2792.795982475811,517.8776838552343,1446326.7148847764
1367.786890726084,670.2218299745635,916720.6329176545
1378.3409903177583,383.1575657970842,528121.7786884947
2136.6941501365623,406.92284760499086,869469.6680344958
2005.1217321989434,522.5854177329936,1047847.3780266886
1873.3034969706687,627.5420429169608,1175576.70349246
1370.6766263128077,515.3343561411821,706356.7566986784
2184.437959842152,409.8469331985704,895285.1986038479
1892.6638299579636,547.733211729897,1036674.838307883
1392.761809953732,682.1154867233482,950024.3998862812
1645.0481960075147,669.483186206403,1101332.1077262063
1648.476646014635,520.6741344165364,858319.1507695451
2145.335007372313,324.4181320407035,695985.5756932547
1708.4914757645724,610.6845625517709,1043349.3695007174
770.420305502651,564.4857958869558,434891.31931913557
861.5593639356313,478.6109687713465,412351.7618272576
1056.3391051148812,629.8869055197958,665374.1701003629
2335.4083647059297,389.5242925068152,909698.2909765755
1536.5982343133385,623.761691862196,958471.1143477511
1935.5337781479263,428.7753851270425,829909.2411517767
2706.3485640695053,497.9102120853353,1347518.5875126899
2439.453327041742,445.1716309447652,1085975.4162128058
2279.993895785748,535.1949585651104,1220241.238583758
1559.8140466743098,616.5896602750369,961765.2131311431
2522.092699734334,609.937400441609,1538318.6649487193
1361.482250404041,479.52092520523206,652859.2283642471
1574.3935028819583,481.7825946085294,758515.3867532811
698.9588665059857,328.0491318150691,229292.8493317334
1732.0913644239843,498.66584399818777,863734.8021224587
2505.2038844426797,554.106631110633,1388150.0846538048
1081.1230363883965,555.6022686354812,600674.411691473
1708.4717766417978,511.7205733421234,874260.1570819769
1947.5093173150754,486.1410211943961,946764.168305152
2275.748502174476,417.9088718959962,951055.4892627383
1153.701858762579,659.6435475522997,761031.9869318297
1318.7042122837743,415.1815715926022,547501.687321762
2048.988860365999,601.1978154649327,1231847.6267640204
1001.8577836594432,489.8170753784905,490727.0495372449
1290.0989593638146,670.4316786868097,864923.2109983886
2112.4796205490206,627.5600293592403,1325707.7726925402
1560.4716098001552,620.8547942878415,968826.2802944923
1445.7334243566786,635.9437555027242,919405.1433411998
1996.909609581959,618.3078131976748,1234704.8138540436
2274.0735981365583,616.1807136225658,1401240.2925300205
2077.226214266571,567.4483272976514,1178718.5407043984
1244.831246508629,453.9177753647365,565051.0301197087
1327.0788001746355,459.5544787696018,609865.0063004432
1959.0328625527095,491.46594909528983,962797.9451033298
1749.732406081191,633.4834762120228,1108426.5670451394
2188.850611637883,640.4292033607887,1401803.8534870245
2349.668781510856,626.7218186494819,1472588.6919723959
1821.683280601136,651.2228173885306,1186321.718382653
2180.7619064436267,552.2012745486658,1204219.5042253488
1941.5256190218122,485.11509406857806,941863.3833083207
813.344122719443,726.9344926347412,591247.897186507
509.0552743028495,589.5154579582799,300095.9531567221
1452.6927790903708,488.0181125725074,708940.3881993932
2062.229242201533,470.1491811520707,969555.389568906
1697.411491469595,490.3603317115589,832343.2620080425
894.4013986073045,439.5616377137142,393144.5435452633
1486.1124098032471,467.64513274033925,694973.235149505
2103.827205623179,605.4640922045596,1273791.8292078935
1624.1280624874748,461.785681533813,749999.0842339698
1587.7764275061675,655.8177290752164,1041291.9309662548
2501.3021400622324,468.1190399269642,1170907.1563731933
1543.1325225582764,528.5597610234576,815637.7573509278
2055.399909394311,629.8178076862315,1294527.4648532039
1687.0323683479826,580.0542931990576,978570.3680260213
1841.58993714852,584.426805660565,1076274.5243043504
849.6004572454394,621.0408736785347,527636.6102453902
2105.4754788868636,611.5110067964741,1287521.4298793944
1830.4179569220294,568.1589537183656,1039968.3512721286
1518.996560197666,424.0315280837548,644102.4325745836
2034.5095532013495,504.60852564507525,1026630.8660517538
1543.10905270591,513.7052450332318,792703.2140332877
1941.0287546853476,694.5796520455868,1348199.0770398276
1348.0540594038562,480.46346632884126,647690.7261798425
1781.176363176436,559.6048347858017,996754.9044397246
1970.5654496965185,634.8192131657021,1250952.8082678618
1552.3807542045186,457.8918773095958,710822.5378419933
1304.5757418741641,631.1718696496932,823411.5100983517
1573.3774023124467,576.2472469787403,906654.3965411094
1873.916624353329,574.3436843688772,1076272.1782311804
1416.0053191106201,633.1815935291169,896588.5044001681
913.0419242835769,446.6106443794814,407774.24214976997
1912.9329545028913,584.426161833872,1117968.0644456537
1756.3853538165704,548.043567385156,962575.6950086728
1411.9881393445844,623.4555932412691,880311.9030647136
1170.4368450128848,471.9272551699304,552361.0476166839
1779.3610442759646,690.910214141412,1229378.720135593
1522.4447820878213,425.7826874273104,648230.6307770385
2444.3217438893626,497.45329721660545,1215935.9109560065
1596.6318525306478,416.3087339244417,664691.78507047
1746.9838090267099,584.4656810991164,1021052.0818119247
1071.54232997273,432.76234554899014,463723.1720740286
2109.678101450615,575.6912405862705,1214523.2034617923
1741.5583639612694,437.3418401861399,761656.3396863848
2393.9144308741206,515.7381919195617,1234633.1001891654
1056.9859670543005,485.87644600661594,513564.5851512096
1844.8266229415592,457.49143147523233,843992.3725531526
1902.6169943013947,401.8256535762226,764520.317240386
2080.846468038813,383.79572485886706,798619.9785209695
